latitude,longitude,zone,planeType,dip,dipAzimuth,strike,declination,unitId,timedate
47.16919631,-88.44076316, 16T, Bedding,9.80056095,347.7115173,257.7115173,-2.65235901, Jacobsville , Thu Jul 15 18:17:40 2021
47.1690655,-88.44058531, 16T, Bedding,7.90608931,306.4307861,216.4307861,-2.65235901, Jacobsville , Thu Jul 15 18:16:06 2021
47.1690655,-88.44058531, 16T, Bedding,12.06441593,306.1504211,216.1504211,-2.65235901, Jacobsville , Thu Jul 15 18:15:53 2021
47.1690655,-88.44058531, 16T, Bedding,7.82874584,311.5015869,221.5015869,-2.65235901, Jacobsville , Thu Jul 15 18:15:36 2021
47.1690655,-88.44058531, 16T, Bedding,13.25894642,316.2067566,226.2067566,-2.65235901, Jacobsville , Thu Jul 15 18:15:26 2021
47.1690655,-88.44058531, 16T, Bedding,12.0080452,308.4565735,218.4565735,-2.65235901, Jacobsville , Thu Jul 15 18:15:10 2021
47.1690655,-88.44058531, 16T, Bedding,9.72339439,342.1187134,252.1187134,-2.65235901, Jacobsville , Thu Jul 15 18:15:03 2021
47.16913979,-88.44053315, 16T, Bedding,10.22951698,337.7854919,247.7854919,-2.65235901, Jacobsville , Thu Jul 15 18:14:45 2021
47.16985287,-88.4421492, 16T, Bedding,4.65744543,284.1533508,194.1533508,-2.65235901, Jacobsville , Thu Jul 15 18:03:29 2021
47.16979474,-88.4422061, 16T, Bedding,8.85926342,296.8453369,206.8453369,-2.65235901, Jacobsville , Thu Jul 15 18:01:49 2021
47.16979397,-88.44224515, 16T, Bedding,8.80146408,292.7827759,202.7827759,-2.65235901, Jacobsville , Thu Jul 15 18:01:35 2021
47.16977727,-88.44220723, 16T, Bedding,6.53606462,263.2565918,173.2565918,-2.65235901, Jacobsville , Thu Jul 15 18:00:48 2021
47.16977422,-88.44216789, 16T, Bedding,8.23172855,272.066803,182.066803,-2.65235901, Jacobsville , Thu Jul 15 17:58:21 2021
47.16976405,-88.44216333, 16T, Bedding,6.80314589,296.0656128,206.0656128,-2.65235901, Jacobsville , Thu Jul 15 17:57:26 2021
47.17050094,-88.44412986, 16T, Bedding,0,0,270,-2.65235901, Jacobsville , Thu Jul 15 17:14:43 2021
47.17038736,-88.44402728, 16T, Bedding,1.35402071,126.8164902,36.81649017,-2.65235901, Jacobsville , Thu Jul 15 17:14:37 2021
47.17030724,-88.44417393, 16T, Bedding,1.08644164,253.5673523,163.5673523,-2.65235901, Jacobsville , Thu Jul 15 17:14:16 2021
47.17027078,-88.44423047, 16T, Bedding,0,0,270,-2.65235901, Jacobsville , Thu Jul 15 17:14:06 2021
47.17047767,-88.4442596, 16T, Bedding,1.34269321,30.17495346,300.1749573,-2.65235901, Jacobsville , Thu Jul 15 17:13:54 2021
47.1703569,-88.44425381, 16T, Bedding,2.82710218,40.03142929,310.0314331,-2.65235901, Jacobsville , Thu Jul 15 17:13:47 2021
47.1708554,-88.44618062, 16T, Bedding,6.89169407,284.0412598,194.0412598,-2.65235901, Jacobsville , Thu Jul 15 16:16:07 2021
47.1708554,-88.44618062, 16T, Bedding,6.01491165,290.4334412,200.4334412,-2.65235901, Jacobsville , Thu Jul 15 16:15:22 2021
47.1708732,-88.44615972, 16T, Bedding,5.86823654,292.5402222,202.5402222,-2.65235901, Jacobsville , Thu Jul 15 16:15:09 2021
47.17070209,-88.44602102, 16T, Bedding,8.27589703,295.3804627,205.3804627,-2.65235901, Jacobsville , Thu Jul 15 16:14:49 2021
47.17072604,-88.44598798, 16T, Bedding,10.14903545,309.4763489,219.4763489,-2.65235901, Jacobsville , Thu Jul 15 16:14:44 2021
47.17092997,-88.44636163, 16T, Bedding,13.76142883,112.6240921,22.6240921,-2.65235901, Jacobsville intraclast , Thu Jul 15 12:48:10 2021
47.17063517,-88.44649367, 16T, Bedding,32.58589172,268.5550537,178.5550537,-2.65235901, Jacobsville intraclast , Thu Jul 15 10:40:32 2021
47.17075595,-88.44662953, 16T, Bedding,72.13284302,338.1705627,248.1705627,-2.65235901, Jacobsville intraclast , Thu Jul 15 10:13:34 2021
47.17092069,-88.44663764, 16T, Bedding,45.40685272,54.66269684,324.6626892,-2.65235901, Jacobsville intraclast , Thu Jul 15 10:02:33 2021
47.17092902,-88.44661082, 16T, Bedding,9.93078804,302.6045227,212.6045227,-2.65235901, Jacobsville intraclast , Thu Jul 15 09:41:44 2021
47.1707528,-88.44649768, 16T, Bedding,7.49593401,293.5489197,203.5489197,-2.65235901, Jacobsville , Wed Jul 14 17:39:16 2021
47.17073286,-88.44647094, 16T, Bedding,9.11666393,290.8117371,200.8117371,-2.65235901, Jacobsville , Wed Jul 14 17:38:07 2021
47.1706309,-88.4464119, 16T, Bedding,5.72185278,259.6681519,169.6681519,-2.65235901, Jacobsville , Wed Jul 14 17:37:46 2021
47.17070893,-88.44643913, 16T, Bedding,9.70508862,302.5345459,212.5345459,-2.65235901, Jacobsville , Wed Jul 14 17:35:45 2021
47.17089009,-88.4461146, 16T, Bedding,9.86535263,295.6714783,205.6714783,-2.65235901, Jacobsville , Wed Jul 14 10:29:16 2021
47.17079635,-88.44619795, 16T, Bedding,8.33935547,277.4143066,187.4143066,-2.65235901, Jacobsville , Wed Jul 14 10:28:48 2021
47.17089439,-88.44626667, 16T, Bedding,10.18867016,284.7804565,194.7804565,-2.65235901, Jacobsville , Wed Jul 14 09:48:14 2021
47.17082713,-88.44630866, 16T, Bedding,9.65786266,292.6570129,202.6570129,-2.65235901, Jacobsville , Wed Jul 14 09:46:37 2021
47.17089799,-88.44626003, 16T, Bedding,8.206357,301.1895142,211.1895142,-2.65235901, Jacobsville , Wed Jul 14 09:46:20 2021
47.17084658,-88.44633589, 16T, Bedding,8.94356632,298.0319214,208.0319214,-2.65235901, Jacobsville , Wed Jul 14 09:45:59 2021
47.17086852,-88.44631691, 16T, Bedding,5.71959066,278.4562378,188.4562378,-2.65235901, Jacobsville , Wed Jul 14 09:45:51 2021
47.17082419,-88.44620392, 16T, Bedding,8.42008781,304.9252625,214.9252625,-2.65235901, Jacobsville , Wed Jul 14 09:45:46 2021
47.17079944,-88.44624021, 16T, Bedding,5.91514158,290.2612305,200.2612305,-2.65235901, Jacobsville , Wed Jul 14 09:45:13 2021
47.17077584,-88.44627738, 16T, Bedding,6.96064234,311.3332825,221.3332825,-2.65235901, Jacobsville , Wed Jul 14 09:44:56 2021
47.170836,-88.44627969, 16T, Bedding,2.31429291,26.36581612,296.3658142,-2.65235901, Jacobsville , Wed Jul 14 09:44:31 2021
47.17083115,-88.44631517, 16T, Bedding,5.35832071,324.1608582,234.1608582,-2.65235901, Jacobsville , Wed Jul 14 09:44:01 2021
47.17075791,-88.4463094, 16T, Bedding,4.04928637,294.9710083,204.9710083,-2.65235901, Jacobsville , Wed Jul 14 09:43:18 2021
47.17076688,-88.44630268, 16T, Bedding,10.01800251,297.9977112,207.9977112,-2.65235901, Jacobsville , Wed Jul 14 09:42:43 2021
47.17084067,-88.44631601, 16T, Bedding,10.02173519,294.9020081,204.9020081,-2.65235901, Jacobsville , Wed Jul 14 09:41:56 2021
47.1708442,-88.44627796, 16T, Bedding,8.42462921,321.78125,231.78125,-2.65235901, Jacobsville , Wed Jul 14 09:41:34 2021
