latitude,longitude,zone,planeType,dip,dipAzimuth,strike,declination,unitId,timedate
47.17086924,-88.44627623, 16T, Bedding,8.07347965,320.967865,230.967865,-2.65235901, Jacobsville , Wed Jul 14 09:41:26 2021
47.17088993,-88.44627136, 16T, Bedding,13.31825352,292.0188294,202.0188294,-2.65235901, Jacobsville , Wed Jul 14 09:39:48 2021
47.17094023,-88.44627312, 16T, Bedding,9.70036125,281.3169251,191.3169251,-2.65235901, Jacobsville , Wed Jul 14 09:39:20 2021
47.17085551,-88.44621584, 16T, Bedding,9.50661564,295.394165,205.394165,-2.65235901, Jacobsville , Wed Jul 14 09:38:18 2021
47.1709015,-88.44605854, 16T, Bedding,12.070364,291.8718567,201.8718567,-2.65235901, Jacobsville , Wed Jul 14 09:35:52 2021
47.17089342,-88.44630552, 16T, Bedding,12.03823185,281.5925293,191.5925293,-2.65235901, Jacobsville , Wed Jul 14 09:35:40 2021
47.17086022,-88.44633072, 16T, Bedding,7.131073,308.8543091,218.8543091,-2.65235901, Jacobsville , Wed Jul 14 09:34:06 2021
47.17092149,-88.44631226, 16T, Bedding,12.30050564,288.7247315,198.7247315,-2.65235901, Jacobsville , Wed Jul 14 09:33:49 2021
47.17087234,-88.44629306, 16T, Bedding,10.51719666,297.853241,207.853241,-2.65235901, Jacobsville , Wed Jul 14 09:33:20 2021
47.17093661,-88.44621058, 16T, Bedding,8.22587967,313.225708,223.225708,-2.65235901, Jacobsville , Wed Jul 14 09:33:12 2021
47.17099698,-88.44619288, 16T, Bedding,10.94057083,320.9951172,230.9951172,-2.65235901, Jacobsville , Wed Jul 14 09:33:04 2021
47.17083576,-88.44661169, 16T, Bedding,2.83080745,264.8080444,174.8080444,-2.65235901, Jacobsville , Tue Jul 13 15:55:04 2021
47.17071591,-88.44655111, 16T, Bedding,4.33700228,302.0799561,212.0799561,-2.65235901, Jacobsville , Tue Jul 13 15:53:02 2021
47.1707339,-88.44489328, 16T, Bedding,9.15071297,300.7695618,210.7695618,-2.65235901, Jacobsville , Tue Jul 13 15:36:21 2021
47.17072508,-88.44489101, 16T, Bedding,10.54513359,299.8275147,209.8275147,-2.65235901, Jacobsville , Tue Jul 13 15:36:14 2021
47.17066518,-88.44489711, 16T, Bedding,9.12650776,338.4756165,248.4756165,-2.65235901, Jacobsville , Tue Jul 13 15:36:00 2021
47.17069067,-88.4449128, 16T, Bedding,5.89051199,325.0935974,235.0935974,-2.65235901, Jacobsville , Tue Jul 13 15:35:51 2021
47.17044756,-88.4442311, 16T, Bedding,10.86541462,311.0550232,221.0550232,-2.65235901, Jacobsville , Tue Jul 13 15:13:46 2021
47.17019962,-88.4440835, 16T, Bedding,0,0,270,-2.65235901, Jacobsville , Tue Jul 13 15:06:06 2021
47.17021747,-88.44407842, 16T, Bedding,1.17868602,278.3819275,188.3819275,-2.65235901, Jacobsville , Tue Jul 13 15:05:57 2021
47.17023464,-88.44410959, 16T, Bedding,0,0,270,-2.65235901, Jacobsville , Tue Jul 13 15:05:29 2021
47.17076034,-88.44384485, 16T, Bedding,10.46027279,313.6213379,223.6213379,-2.65235901, Jacobsville , Tue Jul 13 15:00:26 2021
47.17052509,-88.44438079, 16T, Bedding,11.75921631,319.4129334,229.4129334,-2.65235901, Jacobsville , Tue Jul 13 14:57:37 2021
47.1705739,-88.44425471, 16T, Bedding,12.94741631,293.0485535,203.0485535,-2.65235901, Jacobsville , Tue Jul 13 14:57:11 2021
47.17056225,-88.44425023, 16T, Bedding,11.22254562,292.7770386,202.7770386,-2.65235901, Jacobsville , Tue Jul 13 14:57:02 2021
47.17058325,-88.44433799, 16T, Bedding,8.34514236,283.12323,193.12323,-2.65235901, Jacobsville , Tue Jul 13 14:56:50 2021
47.16996961,-88.44226933, 16T, Bedding,9.11158752,13.52187634,283.5218811,-2.65235901, Jacobsville , Tue Jul 13 14:44:05 2021
47.1700013,-88.44214419, 16T, Bedding,5.52706194,322.9718018,232.9718018,-2.65235901, Jacobsville , Tue Jul 13 14:43:08 2021
47.16986908,-88.44216594, 16T, Bedding,7.69617033,320.0203857,230.0203857,-2.65235901, Jacobsville , Tue Jul 13 14:41:39 2021
47.16990205,-88.44226686, 16T, Bedding,13.24529934,22.05813599,292.058136,-2.65235901, Jacobsville , Tue Jul 13 14:39:30 2021
47.16905672,-88.44055131, 16T, Bedding,7.05950451,327.125946,237.125946,-2.65235901, Jacobsville , Tue Jul 13 14:16:23 2021
47.16908238,-88.44059449, 16T, Bedding,6,273,183,-2.79259515, Jacobsville, Wed Jul 14 07:14:41 2021
47.17390671,-88.45097852, 16T, Bedding,31,285,195,-4.35285378, Jacobsville, Mon Jul 19 12:53:45 2021
47.17291247,-88.44952929, 16T, Bedding,12,302,212,-4.35285378, Jacobsville, Mon Jul 19 11:48:24 2021
47.17344722,-88.4500537, 16T, Bedding,14,269,179,-4.35285378, Jacobsville, Mon Jul 19 10:42:13 2021
47.1734321,-88.45004554, 16T, Bedding,16,264,174,-4.35285378, Jacobsville, Mon Jul 19 10:41:58 2021
47.17382088,-88.45102817, 16T, Bedding,21,319,229,-4.35285378, Jacobsville, Mon Jul 19 10:29:19 2021
47.17377935,-88.45108761, 16T, Bedding,36,344,254,-4.35285378, Jacobsville, Mon Jul 19 10:28:46 2021
47.17270291,-88.44866025, 16T, Bedding,8,286,196,-4.35285378, Jacobsville, Mon Jul 19 09:54:47 2021
47.17270472,-88.44865118, 16T, Bedding,14,312,222,-4.35285378, Jacobsville, Mon Jul 19 09:54:33 2021
47.16950073,-88.44061792, 16T, Bedding,6,253,163,-4.35285378, Jacobsville, Fri Jul 16 11:48:06 2021
47.1704184,-88.44409537, 16T, Bedding,10,321,231,-4.35285378, Jacobsville, Thu Jul 15 14:51:56 2021
47.17043904,-88.44408984, 16T, Bedding,7,318,228,-4.35285378, Jacobsville, Thu Jul 15 14:50:13 2021
47.17044475,-88.44409031, 16T, Bedding,6,351,261,-4.35285378, Jacobsville, Thu Jul 15 14:49:46 2021
47.17043579,-88.44411047, 16T, Bedding,9,311,221,-4.35285378, Jacobsville, Thu Jul 15 14:48:45 2021
47.17043565,-88.44411088, 16T, Bedding,9,304,214,-4.35285378, Jacobsville, Thu Jul 15 14:48:29 2021
47.17054268,-88.44400311, 16T, Bedding,10,322,232,-4.35285378, Jacobsville, Thu Jul 15 14:47:30 2021
47.17051067,-88.44403099, 16T, Bedding,8,339,249,-4.35285378, Jacobsville, Thu Jul 15 14:47:00 2021
47.17050174,-88.4444238, 16T, Bedding,10,289,199,-4.35285378, Jacobsville, Thu Jul 15 13:39:46 2021
47.17049011,-88.44442373, 16T, Bedding,10,282,192,-4.35285378, Jacobsville, Thu Jul 15 13:39:12 2021
47.17051082,-88.44446081, 16T, Bedding,9,274,184,-4.35285378, Jacobsville, Thu Jul 15 13:38:12 2021
47.17050338,-88.4444822, 16T, Bedding,10,264,174,-4.35285378, Jacobsville, Thu Jul 15 13:37:14 2021
47.17050617,-88.44449374, 16T, Bedding,9,266,176,-4.35285378, Jacobsville, Thu Jul 15 13:36:18 2021
47.17050907,-88.44450055, 16T, Bedding,11,257,167,-4.35285378, Jacobsville, Thu Jul 15 13:35:40 2021
47.17049237,-88.44434449, 16T, Bedding,11,282,192,-4.35285378, Jacobsville, Thu Jul 15 13:34:44 2021
47.17049951,-88.44433528, 16T, Bedding,10,294,204,-4.35285378, Jacobsville, Thu Jul 15 13:34:17 2021
47.17065928,-88.44494952, 16T, Bedding,9,277,187,-4.35285378, Jacobsville, Thu Jul 15 12:29:09 2021
47.17068305,-88.44499296, 16T, Bedding,11,300,210,-4.35285378, Jacobsville, Thu Jul 15 12:27:54 2021
47.17064594,-88.44503522, 16T, Bedding,10,254,164,-4.35285378, Jacobsville, Thu Jul 15 12:20:20 2021
47.17064746,-88.44495884, 16T, Bedding,14,326,236,-4.35285378, Jacobsville, Thu Jul 15 12:10:41 2021
47.17065438,-88.4450041, 16T, Bedding,9,250,160,-4.35285378, Jacobsville, Thu Jul 15 12:04:22 2021
47.17069333,-88.44501396, 16T, Bedding,8,252,162,-4.35285378, Jacobsville, Thu Jul 15 12:03:50 2021
47.17073077,-88.44497958, 16T, Bedding,9,304,214,-4.35285378, Jacobsville, Thu Jul 15 12:02:19 2021
47.17073077,-88.44497958, 16T, Bedding,8,356,266,-4.35285378, Jacobsville, Thu Jul 15 12:01:26 2021
47.17067124,-88.4449589, 16T, Bedding,13,293,203,-2.79259515, Jacobsville, Thu Jul 15 11:57:14 2021
47.17067124,-88.4449589, 16T, Bedding,13,267,177,-2.79259515, Jacobsville, Thu Jul 15 11:56:39 2021
47.17065193,-88.44505253, 16T, Bedding,9,346,256,-2.79259515, Jacobsville, Thu Jul 15 11:53:11 2021
47.17071614,-88.44502391, 16T, Bedding,8,270,180,-2.79259515, Jacobsville, Thu Jul 15 11:52:33 2021
47.17074989,-88.44495308, 16T, Bedding,11,280,190,-2.79259515, Jacobsville, Thu Jul 15 11:50:20 2021
47.17077171,-88.44494639, 16T, Bedding,11,284,194,-2.79259515, Jacobsville, Thu Jul 15 11:49:35 2021
47.16911254,-88.44058589, 16T, Bedding,12,356,266,-2.79259515, Jacobsville, Wed Jul 14 07:58:46 2021
47.16911391,-88.44048861, 16T, Bedding,13,327,237,-2.79259515, Jacobsville, Wed Jul 14 07:55:22 2021
47.16908012,-88.4407724, 16T, Bedding,6,269,179,-2.79259515, Jacobsville, Wed Jul 14 07:40:15 2021
47.16901982,-88.44046192, 16T, Bedding,8,298,208,-2.79259515, Jacobsville, Wed Jul 14 07:20:18 2021
47.16908324,-88.44058818, 16T, Bedding,6,250,160,-2.79259515, Jacobsville, Wed Jul 14 07:18:26 2021
47.16907226,-88.44063731, 16T, Bedding,8,275,185,-2.79259515, Jacobsville, Wed Jul 14 07:17:29 2021
47.16909898,-88.44058247, 16T, Bedding,8,298,208,-2.79259515, Jacobsville, Wed Jul 14 07:16:42 2021
47.17040115,-88.4440562, 16T, Bedding,1,0,270,-2.79259515, Jacobsville, Tue Jul 13 12:55:00 2021
47.1697751,-88.44222945, 16T, Bedding,10,270,180,-2.79259515, Jacobsville, Tue Jul 13 12:42:52 2021
47.16935325,-88.44102473, 16T, Bedding,3,220,130,-2.79259515, Jacobsville, Tue Jul 13 12:20:47 2021
47.16911331,-88.4406876, 16T, Bedding,3,5,275,-2.79259515, Jacobsville, Tue Jul 13 12:18:28 2021
47.16902186,-88.44044246, 16T, Bedding,6,259,169,-2.79259515, Jacobsville, Tue Jul 13 12:16:39 2021
47.17228237,-88.44791757, 16T, Bedding,13,320,230,-4.35285378, Jacobsville, Sun Jul 18 17:40:18 2021
47.17246713,-88.44826505, 16T, Bedding,24,319,229,-4.35285378, Jacobsville, Sun Jul 18 17:39:36 2021
47.17322533,-88.44920505, 16T, Bedding,4,135,45,-4.35285378, Jacobsville, Sun Jul 18 17:37:27 2021
47.17280913,-88.44914597, 16T, Bedding,6,300,210,-4.35285378, Jacobsville, Sun Jul 18 17:36:08 2021
47.1726423,-88.44861784, 16T, Bedding,9,290,200,-4.35285378, Jacobsville, Sun Jul 18 17:34:00 2021
47.17211194,-88.44785523, 16T, Bedding,8,349,259,-4.35285378, Jacobsville, Sun Jul 18 16:49:06 2021
47.17213835,-88.44789958, 16T, Bedding,8,345,255,-4.35285378, Jacobsville, Sun Jul 18 16:48:52 2021
47.1721492,-88.44791915, 16T, Bedding,9,348,258,-4.35285378, Jacobsville, Sun Jul 18 16:48:43 2021
47.17102895,-88.44676176, 16T, Bedding,9,294,204,-4.35285378, Jacobsville, Sun Jul 18 15:19:35 2021
47.17104072,-88.4468502, 16T, Bedding,16,293,203,-4.35285378, Jacobsville, Sun Jul 18 15:17:49 2021
47.17104152,-88.44685414, 16T, Bedding,16,293,203,-4.35285378, Jacobsville, Sun Jul 18 15:17:41 2021
