localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
76ae5793da483455135be6c48363019a, Locality 1, 7166a8be70bf9fb7e60c82993217029c, 336235.21384272, 5141649.18956613, 46.40856286, -89.13070126, 16T, 4.00000000, 5.00000000, -1.00000000, columnar joint, 82.39878845, 239.94194031, 149.94194031, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:23:26 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 1f9caeb2dc2dba9d9366da693a5c1ac6, 336221.99689059, 5141648.43665382, 46.40855289, -89.13087283, 16T, 8.00000000, 10.00000000, -1.00000000, columnar joint, 84.93564606, 56.01384735, 326.01385498, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:22:55 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 5f42de647b6df43965f8807a013e6fd5, 336219.26366681, 5141641.98631676, 46.40849421, -89.13090611, 16T, 12.00000000, 10.00000000, -1.00000000, columnar joint, 88.76459503, 248.90545654, 158.90545654, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:22:50 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 785a4c7f4e6f05179d95d3e948708179, 336166.06093427, 5141628.94636617, 46.40836404, -89.13159326, 16T, 6.00000000, 5.00000000, -1.00000000, columnar joint, 82.69657898, 40.76256561, 310.76257324, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:20:48 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 64d9749972f49c45d0bb133413bb126d, 336065.95156603, 5141766.99104338, 46.40958126, -89.13294325, 16T, 3.00000000, 10.00000000, -1.00000000, columnar joint, 84.73831177, 170.28855896, 80.28855896, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:11:04 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 4794a01a38f4a631ce4aa0631f1076de, 336066.84079815, 5141764.58579432, 46.40955985, -89.13293084, 16T, 4.00000000, 10.00000000, -1.00000000, columnar joint, 84.60078430, 107.44061279, 17.44061279, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:10:53 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 821337e4b043e5a55d5bce8f6f30e589, 336066.35915415, 5141766.32764805, 46.40957539, -89.13293771, 16T, 3.00000000, 10.00000000, -1.00000000, columnar joint, 81.83988953, 109.40957642, 19.40957642, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:10:45 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 2967a99f7e51a911eca6bfad5ba12ccb, 336067.76751852, 5141765.72113663, 46.40957028, -89.13291919, 16T, 3.00000000, 10.00000000, -1.00000000, columnar joint, 84.65103912, 348.31954956, 258.31954956, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:10:40 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 7784d114b8e5761faad92081b701e98e, 336065.99601637, 5141769.59478617, 46.40960469, -89.13294358, 16T, 4.00000000, 10.00000000, -1.00000000, columnar joint, 73.05592346, 211.14602661, 121.14602661, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:10:33 2021, 
76ae5793da483455135be6c48363019a, Locality 1, 67e2ab41b9664711fe6cd47bb4f3bd47, 336063.65806033, 5141768.00355291, 46.40958981, -89.13297342, 16T, 3.00000000, 10.00000000, -1.00000000, columnar joint, 85.58339691, 236.40492249, 146.40492249, -2.65420532, Siemens creek volcanics , Tue Jul 13 14:10:25 2021, 
