tab	sites
site	location	samples	specimens	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
SC1-18a	Keweenaw Peninsula	SC1-18a	SC1-18a	992.0	985.0	Ma		hdt	216.1	-19.7		1.0	1	1	0	r		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  188.2 	   98.4 	  -42.0 	  220.5 
SC1-18a	Keweenaw Peninsula	SC1-18a	SC1-18a	992.0	985.0	Ma		lt	47.6	52.9		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  248.9 	  172.1 	   51.9 	    5.5 
SC1-18a	Keweenaw Peninsula	SC1-18a	SC1-18a	992.0	985.0	Ma		hdt	218.2	22.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  190.8 	  101.1 	  -21.9 	  231.1 
SC1-19a	Keweenaw Peninsula	SC1-19a	SC1-19a	992.0	985.0	Ma		hdt	224.2	-13.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.7 	   93.8 	  -34.7 	  214.4 
SC1-19a	Keweenaw Peninsula	SC1-19a	SC1-19a	992.0	985.0	Ma		hct	102.6	-9.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.0 	   92.0 	  -12.2 	  355.9 
SC1-19a	Keweenaw Peninsula	SC1-19a	SC1-19a	992.0	985.0	Ma		hdt	227.0	16.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  186.0 	   96.1 	  -20.3 	  221.4 
SC1-19a	Keweenaw Peninsula	SC1-19a	SC1-19a	992.0	985.0	Ma		hct	83.0	35.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  208.3 	  120.5 	   18.9 	  353.1 
SC1-1a	Keweenaw Peninsula	SC1-1a	SC1-1a	992.0	985.0	Ma		hdt	243.9	-5.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.6 	   90.6 	  -19.4 	  199.8 
SC1-1a	Keweenaw Peninsula	SC1-1a	SC1-1a	992.0	985.0	Ma		hct	108.7	-7.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.1 	   91.1 	  -15.3 	  350.3 
SC1-1a	Keweenaw Peninsula	SC1-1a	SC1-1a	992.0	985.0	Ma		hdt	245.3	6.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.9 	   90.9 	  -14.0 	  202.6 
SC1-1a	Keweenaw Peninsula	SC1-1a	SC1-1a	992.0	985.0	Ma		hct	75.3	39.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  214.7 	  128.0 	   25.8 	  356.6 
SC1-20a	Keweenaw Peninsula	SC1-20a	SC1-20a	992.0	985.0	Ma		hdt	277.9	-32.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  203.4 	  114.9 	   -7.7 	  164.1 
SC1-20a	Keweenaw Peninsula	SC1-20a	SC1-20a	992.0	985.0	Ma		lt	20.2	75.1		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  328.9 	  300.4 	   71.4 	  302.4 
SC1-20a	Keweenaw Peninsula	SC1-20a	SC1-20a	992.0	985.0	Ma		hdt	190.1	-24.4		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  192.8 	  103.2 	  -54.5 	  254.7 
SC1-20a	Keweenaw Peninsula	SC1-20a	SC1-20a	992.0	985.0	Ma		lt	142.7	19.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.7 	   97.9 	  -24.0 	  312.6 
SC1-21a	Keweenaw Peninsula	SC1-21a	SC1-21a	992.0	985.0	Ma		lt	125.6	30.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  200.8 	  112.0 	   -9.7 	  324.0 
SC1-21a	Keweenaw Peninsula	SC1-21a	SC1-21a	992.0	985.0	Ma		lt	20.6	55.8		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  257.9 	  184.8 	   71.2 	   30.0 
SC1-21a	Keweenaw Peninsula	SC1-21a	SC1-21a	992.0	985.0	Ma		hdt	228.3	-24.4		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  192.8 	  103.2 	  -37.1 	  206.0 
SC1-21a	Keweenaw Peninsula	SC1-21a	SC1-21a	992.0	985.0	Ma		hdt	266.8	-18.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  186.8 	   96.9 	   -8.9 	  177.8 
SC1-22a	Keweenaw Peninsula	SC1-22a	SC1-22a	992.0	985.0	Ma		hct	90.5	26.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  194.6 	  105.2 	    9.7 	  352.1 
SC1-22a	Keweenaw Peninsula	SC1-22a	SC1-22a	992.0	985.0	Ma		hct	39.3	27.7		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  196.6 	  107.4 	   44.0 	   33.5 
SC1-22a	Keweenaw Peninsula	SC1-22a	SC1-22a	992.0	985.0	Ma		hdt	205.1	-41.3		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  219.4 	  133.7 	  -59.1 	  222.7 
SC1-22a	Keweenaw Peninsula	SC1-22a	SC1-22a	992.0	985.0	Ma		hdt	289.3	-36.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  209.5 	  121.9 	   -2.4 	  154.3 
SC1-23a	Keweenaw Peninsula	SC1-23a	SC1-23a	992.0	985.0	Ma		lt	123.5	35.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  208.8 	  121.1 	   -5.9 	  323.9 
SC1-23a	Keweenaw Peninsula	SC1-23a	SC1-23a	992.0	985.0	Ma		lt	15.3	51.4		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  244.5 	  166.1 	   70.8 	   48.9 
SC1-24a	Keweenaw Peninsula	SC1-24a	SC1-24a	992.0	985.0	Ma		hct	55.3	38.5		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  213.7 	  126.9 	   39.1 	   12.0 
SC1-24a	Keweenaw Peninsula	SC1-24a	SC1-24a	992.0	985.0	Ma		hdt	244.7	-19.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  188.1 	   98.3 	  -24.5 	  193.9 
SC1-24a	Keweenaw Peninsula	SC1-24a	SC1-24a	992.0	985.0	Ma		hct	101.6	12.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  183.2 	   93.2 	   -3.2 	  349.0 
SC1-24a	Keweenaw Peninsula	SC1-24a	SC1-24a	992.0	985.0	Ma		hdt	263.4	-2.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.1 	   90.1 	   -5.3 	  185.9 
SC1-25a	Keweenaw Peninsula	SC1-25a	SC1-25a	992.0	985.0	Ma		lt	359.6	62.0		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  279.3 	  216.7 	   85.9 	   95.9 
SC1-25a	Keweenaw Peninsula	SC1-25a	SC1-25a	992.0	985.0	Ma		hdt	236.1	-17.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  186.4 	   96.5 	  -29.2 	  201.9 
SC1-25a	Keweenaw Peninsula	SC1-25a	SC1-25a	992.0	985.0	Ma		lt	139.9	33.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  205.4 	  117.2 	  -15.0 	  311.0 
SC1-25a	Keweenaw Peninsula	SC1-25a	SC1-25a	992.0	985.0	Ma		hdt	260.3	-10.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.2 	   92.2 	  -10.3 	  185.4 
SC1-26a	Keweenaw Peninsula	SC1-26a	SC1-26a	992.0	985.0	Ma		lt	21.3	72.8		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  320.4 	  285.2 	   73.2 	  313.3 
SC1-26a	Keweenaw Peninsula	SC1-26a	SC1-26a	992.0	985.0	Ma		hdt	275.2	-26.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  195.5 	  106.2 	   -6.9 	  168.4 
SC1-26a	Keweenaw Peninsula	SC1-26a	SC1-26a	992.0	985.0	Ma		lt	140.6	20.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  188.7 	   98.9 	  -22.4 	  314.3 
SC1-26a	Keweenaw Peninsula	SC1-26a	SC1-26a	992.0	985.0	Ma		hdt	218.1	-31.6		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  202.0 	  113.3 	  -46.6 	  212.7 
SC1-27a	Keweenaw Peninsula	SC1-27a	SC1-27a	992.0	985.0	Ma		hdt	265.8	-47.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  234.9 	  153.3 	  -23.5 	  163.9 
SC1-27a	Keweenaw Peninsula	SC1-27a	SC1-27a	992.0	985.0	Ma		hdt	194.7	-16.2		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  185.5 	   95.6 	  -49.0 	  249.3 
SC1-27a	Keweenaw Peninsula	SC1-27a	SC1-27a	992.0	985.0	Ma		lt	129.0	32.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  203.8 	  115.4 	  -10.4 	  320.6 
SC1-27a	Keweenaw Peninsula	SC1-27a	SC1-27a	992.0	985.0	Ma		lt	14.4	56.8		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  261.2 	  189.5 	   75.5 	   39.7 
SC1-28a	Keweenaw Peninsula	SC1-28a	SC1-28a	992.0	985.0	Ma		lt	158.5	67.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  298.1 	  246.9 	    8.7 	  285.7 
SC1-28a	Keweenaw Peninsula	SC1-28a	SC1-28a	992.0	985.0	Ma		hdt	260.3	-21.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  189.6 	   99.9 	  -14.6 	  181.3 
SC1-28a	Keweenaw Peninsula	SC1-28a	SC1-28a	992.0	985.0	Ma		lt	331.9	32.0		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  202.6 	  114.0 	   52.2 	  139.0 
SC1-28a	Keweenaw Peninsula	SC1-28a	SC1-28a	992.0	985.0	Ma		hdt	224.9	-18.3		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  187.0 	   97.2 	  -36.4 	  211.9 
SC1-29a	Keweenaw Peninsula	SC1-29a	SC1-29a	992.0	985.0	Ma		lt	119.5	2.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.1 	   90.1 	  -18.6 	  338.4 
SC1-29a	Keweenaw Peninsula	SC1-29a	SC1-29a	992.0	985.0	Ma		lt	72.8	55.1		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  255.7 	  181.6 	   36.2 	  346.1 
SC1-2a	Keweenaw Peninsula	SC1-2a	SC1-2a	992.0	985.0	Ma		hct	119.1	39.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  214.9 	  128.3 	   -1.7 	  325.9 
SC1-2a	Keweenaw Peninsula	SC1-2a	SC1-2a	992.0	985.0	Ma		hdt	234.6	4.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.4 	   90.4 	  -21.3 	  210.9 
SC1-2a	Keweenaw Peninsula	SC1-2a	SC1-2a	992.0	985.0	Ma		hdt	256.1	14.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.6 	   94.6 	   -3.7 	  197.1 
SC1-2a	Keweenaw Peninsula	SC1-2a	SC1-2a	992.0	985.0	Ma		hct	118.6	-39.7		1.0	1	1	0	r		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  216.1 	  129.7 	  -35.6 	  357.2 
SC1-30a	Keweenaw Peninsula	SC1-30a	SC1-30a	992.0	985.0	Ma		lt	128.4	41.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  220.4 	  135.0 	   -4.9 	  317.7 
SC1-30a	Keweenaw Peninsula	SC1-30a	SC1-30a	992.0	985.0	Ma		hdt	240.2	13.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  183.6 	   93.6 	  -14.5 	  208.9 
SC1-30a	Keweenaw Peninsula	SC1-30a	SC1-30a	992.0	985.0	Ma		hdt	231.4	-8.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.5 	   91.5 	  -28.5 	  209.4 
SC1-30a	Keweenaw Peninsula	SC1-30a	SC1-30a	992.0	985.0	Ma		lt	4.2	50.2		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  241.1 	  161.5 	   73.4 	   79.1 
SC1-31a	Keweenaw Peninsula	SC1-31a	SC1-31a	992.0	985.0	Ma		hdt	240.5	6.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.8 	   90.8 	  -17.0 	  206.4 
SC1-31a	Keweenaw Peninsula	SC1-31a	SC1-31a	992.0	985.0	Ma		hct	109.8	24.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  192.8 	  103.2 	   -3.5 	  338.6 
SC1-31a	Keweenaw Peninsula	SC1-31a	SC1-31a	992.0	985.0	Ma		hdt	249.7	4.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.4 	   90.4 	  -11.9 	  198.5 
SC1-31a	Keweenaw Peninsula	SC1-31a	SC1-31a	992.0	985.0	Ma		hct	38.3	45.2		1.0	1	1	0	n		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  228.2 	  144.6 	   53.7 	   22.6 
SC1-32a	Keweenaw Peninsula	SC1-32a	SC1-32a	992.0	985.0	Ma		hdt	244.4	-48.9		1.0	1	1	0	r		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  237.6 	  156.8 	  -38.3 	  177.3 
SC1-32a	Keweenaw Peninsula	SC1-32a	SC1-32a	992.0	985.0	Ma		hct	134.3	32.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  202.7 	  114.2 	  -13.4 	  316.4 
SC1-32a	Keweenaw Peninsula	SC1-32a	SC1-32a	992.0	985.0	Ma		hdt	211.3	-33.1		1.0	1	1	0	r		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  204.3 	  115.9 	  -51.1 	  219.9 
SC1-32a	Keweenaw Peninsula	SC1-32a	SC1-32a	992.0	985.0	Ma		hct	105.2	63.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  283.7 	  223.6 	   23.0 	  320.0 
SC1-33a	Keweenaw Peninsula	SC1-33a	SC1-33a	992.0	985.0	Ma		hct	68.4	-1.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.0 	   90.0 	   13.9 	   18.5 
SC1-33a	Keweenaw Peninsula	SC1-33a	SC1-33a	992.0	985.0	Ma		hct	67.8	-0.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.0 	   90.0 	   14.8 	   18.5 
