tab	sites
site	location	samples	specimens	age_high	age_low	age_unit	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	analysts	criteria	software_packages	citations	method_codes	result_quality	vgp_dm	vgp_dp	vgp_lat	vgp_lon
HF1-100	Keweenaw Peninsula	HF1-100	HF1-100	992.0	985.0	Ma		hct	113.5	32.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  203.7 	  115.2 	   -1.9 	  332.7 
HF1-101	Keweenaw Peninsula																		47.3	-88.2													
HF1-102	Keweenaw Peninsula	HF1-102	HF1-102	992.0	985.0	Ma		hdt	34.9	-57.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  262.9 	  191.9 	   -0.7 	   65.0 
HF1-102	Keweenaw Peninsula	HF1-102	HF1-102	992.0	985.0	Ma		hdt	54.8	-52.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  246.3 	  168.5 	   -3.8 	   48.2 
HF1-103	Keweenaw Peninsula	HF1-103	HF1-103	992.0	985.0	Ma		hdt	50.9	-19.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  187.6 	   97.8 	   17.3 	   38.6 
HF1-103	Keweenaw Peninsula	HF1-103	HF1-103	992.0	985.0	Ma		hct	65.6	1.0		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.0 	   90.0 	   16.7 	   19.9 
HF1-103	Keweenaw Peninsula	HF1-103	HF1-103	992.0	985.0	Ma		hdt	48.2	-22.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  190.4 	  100.7 	   17.3 	   41.9 
HF1-103	Keweenaw Peninsula	HF1-103	HF1-103	992.0	985.0	Ma		hct	65.2	6.0		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.7 	   90.7 	   18.8 	   18.5 
HF1-104	Keweenaw Peninsula	HF1-104	HF1-104	992.0	985.0	Ma		hct	66.9	3.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.2 	   90.2 	   16.6 	   18.1 
HF1-104	Keweenaw Peninsula	HF1-104	HF1-104	992.0	985.0	Ma		hdt	42.1	-21.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  189.5 	   99.8 	   20.7 	   47.1 
HF1-104	Keweenaw Peninsula	HF1-104	HF1-104	992.0	985.0	Ma		hct	66.2	8.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.4 	   91.4 	   19.1 	   16.9 
HF1-104	Keweenaw Peninsula	HF1-104	HF1-104	992.0	985.0	Ma		hdt	44.6	-18.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  186.9 	   97.0 	   21.0 	   43.9 
HF1-106	Keweenaw Peninsula	HF1-106	HF1-106	992.0	985.0	Ma		hct	48.1	-11.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  182.6 	   92.7 	   22.2 	   38.7 
HF1-106	Keweenaw Peninsula	HF1-106	HF1-106	992.0	985.0	Ma		hdt	24.2	-32.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  203.8 	  115.4 	   21.3 	   67.0 
HF1-106	Keweenaw Peninsula	HF1-106	HF1-106	992.0	985.0	Ma		hct	49.4	-8.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.4 	   91.4 	   22.7 	   36.6 
HF1-106	Keweenaw Peninsula	HF1-106	HF1-106	992.0	985.0	Ma		hdt	29.4	-32.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  203.8 	  115.4 	   19.7 	   62.0 
HF1-107	Keweenaw Peninsula	HF1-107	HF1-107	992.0	985.0	Ma		hdt	80.2	-61.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  278.6 	  215.6 	  -24.6 	   39.3 
HF1-107	Keweenaw Peninsula	HF1-107	HF1-107	992.0	985.0	Ma		hdt	35.5	-59.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  271.1 	  204.1 	   -3.3 	   65.6 
HF1-108	Keweenaw Peninsula	HF1-108	HF1-108	992.0	985.0	Ma		hdt	64.4	-9.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.0 	   92.0 	   13.2 	   24.5 
HF1-108	Keweenaw Peninsula	HF1-108	HF1-108	992.0	985.0	Ma		hdt	62.8	-14.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.4 	   94.4 	   12.3 	   27.3 
HF1-109	Keweenaw Peninsula	HF1-109	HF1-109	992.0	985.0	Ma		hdt	71.1	-1.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.0 	   90.0 	   12.1 	   16.4 
HF1-109	Keweenaw Peninsula	HF1-109	HF1-109	992.0	985.0	Ma		hdt	66.1	-1.9		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.1 	   90.1 	   15.2 	   20.5 
HF1-110	Keweenaw Peninsula	HF1-110	HF1-110	992.0	985.0	Ma		hdt	83.7	-42.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  221.7 	  136.6 	  -13.7 	   23.2 
HF1-110	Keweenaw Peninsula	HF1-110	HF1-110	992.0	985.0	Ma		hdt	85.1	-35.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  208.8 	  121.1 	  -11.2 	   18.9 
HF1-111	Keweenaw Peninsula	HF1-111	HF1-111	992.0	985.0	Ma		hdt	79.6	-33.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  204.8 	  116.5 	   -6.5 	   21.7 
HF1-111	Keweenaw Peninsula	HF1-111	HF1-111	992.0	985.0	Ma		hdt	75.9	-39.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  215.9 	  129.4 	   -7.4 	   27.2 
HF1-111	Keweenaw Peninsula	HF1-111	HF1-111	992.0	985.0	Ma		hct	88.2	-15.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  185.1 	   95.2 	   -4.6 	    8.5 
HF1-111	Keweenaw Peninsula	HF1-111	HF1-111	992.0	985.0	Ma		hct	86.9	-22.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  190.9 	  101.2 	   -6.5 	   12.1 
HF1-112	Keweenaw Peninsula	HF1-112	HF1-112	992.0	985.0	Ma		hdt	86.9	-36.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  210.7 	  123.4 	  -12.9 	   18.2 
HF1-112	Keweenaw Peninsula	HF1-112	HF1-112	992.0	985.0	Ma		hdt	87.9	-32.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  202.7 	  114.2 	  -11.3 	   15.3 
HF1-113	Keweenaw Peninsula	HF1-113	HF1-113	992.0	985.0	Ma		hdt	77.1	-36.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  210.2 	  122.7 	   -6.5 	   24.9 
HF1-113	Keweenaw Peninsula	HF1-113	HF1-113	992.0	985.0	Ma		hdt	83.1	-30.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  200.5 	  111.7 	   -7.5 	   18.0 
HF1-114	Keweenaw Peninsula	HF1-114	HF1-114	992.0	985.0	Ma		hdt	297.6	17.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  186.6 	   96.7 	   25.2 	  167.1 
HF1-114	Keweenaw Peninsula	HF1-114	HF1-114	992.0	985.0	Ma		hdt	296.8	10.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.2 	   92.2 	   21.7 	  164.9 
HF1-116	Keweenaw Peninsula	HF1-116	HF1-116	992.0	985.0	Ma		hdt	82.2	-8.1		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  181.4 	   91.4 	    2.3 	   10.3 
HF1-116	Keweenaw Peninsula	HF1-116	HF1-116	992.0	985.0	Ma		hdt	80.3	-3.8		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.3 	   90.3 	    5.2 	   10.2 
HF1-117	Keweenaw Peninsula	HF1-117	HF1-117	992.0	985.0	Ma		hdt	70.3	9.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.8 	   91.8 	   16.7 	   13.3 
HF1-117	Keweenaw Peninsula	HF1-117	HF1-117	992.0	985.0	Ma		hdt	72.3	4.2		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.4 	   90.4 	   13.5 	   13.6 
HF1-117	Keweenaw Peninsula	HF1-117	HF1-117	992.0	985.0	Ma		hct	51.3	8.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  181.5 	   91.5 	   28.5 	   29.4 
HF1-117	Keweenaw Peninsula	HF1-117	HF1-117	992.0	985.0	Ma		hct	50.0	11.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  182.8 	   92.9 	   30.6 	   29.5 
HF1-118	Keweenaw Peninsula	HF1-118	HF1-118	992.0	985.0	Ma		hct	105.7	-1.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.1 	   90.1 	  -11.2 	  350.7 
HF1-118	Keweenaw Peninsula	HF1-118	HF1-118	992.0	985.0	Ma		hdt	84.1	12.6		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  183.3 	   93.3 	    8.7 	    1.8 
HF1-118	Keweenaw Peninsula	HF1-118	HF1-118	992.0	985.0	Ma		hct	105.6	6.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.8 	   90.8 	   -8.2 	  348.2 
HF1-118	Keweenaw Peninsula	HF1-118	HF1-118	992.0	985.0	Ma		hdt	100.5	7.5		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.2 	   91.2 	   -4.3 	  351.5 
HF1-12	Keweenaw Peninsula	HF1-12	HF1-12	992.0	985.0	Ma		hct	72.0	10.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  182.3 	   92.3 	   16.1 	   11.6 
HF1-12	Keweenaw Peninsula	HF1-12	HF1-12	992.0	985.0	Ma		hdt	60.9	-3.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  180.2 	   90.2 	   17.9 	   25.2 
HF1-12	Keweenaw Peninsula	HF1-12	HF1-12	992.0	985.0	Ma		hct	70.6	16.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  185.4 	   95.5 	   19.1 	   10.6 
HF1-12	Keweenaw Peninsula	HF1-12	HF1-12	992.0	985.0	Ma		hdt	61.1	1.1		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.0 	   90.0 	   19.6 	   23.5 
HF1-120	Keweenaw Peninsula	HF1-120	HF1-120	992.0	985.0	Ma		hdt	88.9	-9.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.8 	   91.8 	   -2.7 	    5.8 
HF1-120	Keweenaw Peninsula	HF1-120	HF1-120	992.0	985.0	Ma		hct	81.8	-23.3		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  191.6 	  102.0 	   -3.4 	   16.0 
HF1-120	Keweenaw Peninsula	HF1-120	HF1-120	992.0	985.0	Ma		hct	83.5	-16.7		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  185.8 	   95.9 	   -1.9 	   12.3 
HF1-120	Keweenaw Peninsula	HF1-120	HF1-120	992.0	985.0	Ma		hdt	89.9	-14.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  184.3 	   94.4 	   -5.3 	    6.8 
HF1-121	Keweenaw Peninsula	HF1-121	HF1-121	992.0	985.0	Ma		hdt	115.7	46.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  231.8 	  149.3 	    4.9 	  324.8 
HF1-121	Keweenaw Peninsula	HF1-121	HF1-121	992.0	985.0	Ma		hdt	114.8	55.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  256.3 	  182.5 	   11.5 	  320.5 
HF1-122	Keweenaw Peninsula	HF1-122	HF1-122	992.0	985.0	Ma		hdt	113.9	51.8		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  245.7 	  167.7 	    9.3 	  323.2 
HF1-122	Keweenaw Peninsula	HF1-122	HF1-122	992.0	985.0	Ma		hdt	114.5	59.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  270.7 	  203.6 	   15.2 	  317.7 
HF1-123	Keweenaw Peninsula	HF1-123	HF1-123	992.0	985.0	Ma		hdt	144.6	23.4		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  191.7 	  102.1 	  -22.6 	  309.6 
HF1-123	Keweenaw Peninsula	HF1-123	HF1-123	992.0	985.0	Ma		hdt	146.5	29.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  198.9 	  109.9 	  -20.2 	  306.3 
HF1-124	Keweenaw Peninsula	HF1-124	HF1-124	992.0	985.0	Ma		hdt	96.0	41.7		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO:LP-DC4	g	  220.2 	  134.7 	   13.6 	  340.9 
HF1-124	Keweenaw Peninsula	HF1-124	HF1-124	992.0	985.0	Ma		hdt	94.9	48.3		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  236.0 	  154.7 	   18.0 	  337.8 
HF1-125	Keweenaw Peninsula	HF1-125	HF1-125	992.0	985.0	Ma		hdt	98.6	48.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  237.6 	  156.8 	   16.1 	  335.0 
HF1-125	Keweenaw Peninsula	HF1-125	HF1-125	992.0	985.0	Ma		hdt	88.6	57.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  262.5 	  191.5 	   27.6 	  334.9 
HF1-13	Keweenaw Peninsula	HF1-13	HF1-13	992.0	985.0	Ma		hdt	52.6	14.6		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  184.4 	   94.5 	   30.2 	   26.1 
HF1-13	Keweenaw Peninsula	HF1-13	HF1-13	992.0	985.0	Ma		hdt	54.3	11.9		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  182.9 	   93.0 	   28.1 	   25.6 
HF1-14	Keweenaw Peninsula	HF1-14	HF1-14	992.0	985.0	Ma		hdt	60.9	-6.5		1.0	1	1	0	t		0	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO:LP-DC4	g	  180.9 	   90.9 	   16.7 	   26.2 
HF1-14	Keweenaw Peninsula	HF1-14	HF1-14	992.0	985.0	Ma		hdt	61.6	-1.2		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  180.0 	   90.0 	   18.4 	   23.9 
HF1-15	Keweenaw Peninsula	HF1-15	HF1-15	992.0	985.0	Ma		hdt	61.3	8.4		1.0	1	1	0	t		100	47.3	-88.2	Sedimentary	Sediment Layer	Siltstone:Sandstone		ACCEPT	pmagpy-4.2.24-1: demag_gui.v.3.0	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT:LP-DC4:DA-DIR-GEO	g	  181.5 	   91.5 	   22.3 	   20.8 
