tab	samples
sample	site	height	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes
AF1-1	AF1	0					  248.7	    0.0	    0.0	   90.0	  -70.0	This study	SO-CMD-NORTH
AF1-2	AF1	0					  250.6	    0.0	    0.0	   90.0	  -78.0	This study	SO-CMD-NORTH
AF1-4	AF1	0					  -82.4	    0.0	    0.0	   90.0	  -84.0	This study	SO-CMD-NORTH
AF1-5	AF1	0					  -86.4	    0.0	    0.0	   90.0	  -80.0	This study	SO-CMD-NORTH
AF1-6	AF1	0					  244.6	    0.0	    0.0	   90.0	  -76.0	This study	SO-CMD-NORTH
AF1-7	AF1	0					  244.6	    0.0	    0.0	   90.0	  -73.0	This study	SO-CMD-NORTH
AF1-8	AF1	0					  241.5	    0.0	    0.0	   90.0	  -71.0	This study	SO-CMD-NORTH
AF1-9	AF1	0					  244.6	    0.0	    0.0	   90.0	  -76.0	This study	SO-CMD-NORTH
AF1-10	AF1	0					  244.6	    0.0	    0.0	   90.0	  -74.0	This study	SO-CMD-NORTH
AF1-11	AF1	0					  239.6	    0.0	    0.0	   90.0	  -69.0	This study	SO-CMD-NORTH
AF1-12	AF1	0					  237.6	    0.0	    0.0	   90.0	  -79.0	This study	SO-CMD-NORTH
AF1-13	AF1	0					  224.6	    0.0	    0.0	   90.0	  -79.0	This study	SO-CMD-NORTH
AF1-14	AF1	0					  240.6	    0.0	    0.0	   90.0	  -82.0	This study	SO-CMD-NORTH
AF1-15	AF1	0					  259.6	    0.0	    0.0	   90.0	  -50.0	This study	SO-CMD-NORTH
AF1-16	AF1	0					  266.6	    0.0	    0.0	   90.0	  -75.0	This study	SO-CMD-NORTH
AF1-17	AF1	0					  233.6	    0.0	    0.0	   90.0	  -57.0	This study	SO-CMD-NORTH
AF1-18	AF1	0					  226.6	    0.0	    0.0	   90.0	  -70.0	This study	SO-CMD-NORTH
AF1-19	AF1	0					  256.6	    0.0	    0.0	   90.0	  -80.0	This study	SO-CMD-NORTH
AF1-20	AF1	0					  241.6	    0.0	    0.0	   90.0	  -73.0	This study	SO-CMD-NORTH
AF1-22	AF1	0					  177.6	    0.0	    0.0	   90.0	   -0.0	This study	SO-CMD-NORTH
AF1-23	AF1	0					  205.6	    0.0	    0.0	   90.0	  -55.0	This study	SO-CMD-NORTH
AF1-24	AF1	0					  209.6	    0.0	    0.0	   90.0	  -51.0	This study	SO-CMD-NORTH
AF1-25	AF1	0					  229.6	    0.0	    0.0	   90.0	  -68.0	This study	SO-CMD-NORTH
AF1-26	AF1	0					  232.6	    0.0	    0.0	   90.0	  -64.0	This study	SO-CMD-NORTH
AF1-27	AF1	0					  236.6	    0.0	    0.0	   90.0	  -74.0	This study	SO-CMD-NORTH
AF1-28	AF1	0					  234.6	    0.0	    0.0	   90.0	  -64.0	This study	SO-CMD-NORTH
SC1-1	SC1	5.525					  265.5	    0.0	    0.0	   90.0	  -34.0	This study	SO-CMD-NORTH
SC1-2	SC1	5.52					  -90.4	    0.0	    0.0	   90.0	  -29.0	This study	SO-CMD-NORTH
SC1-3	SC1	5.57					  -60.4	    0.0	    0.0	   90.0	  -35.0	This study	SO-CMD-NORTH
SC1-4	SC1	5.57					  -78.8	    0.0	    0.0	   90.0	  -27.0	This study	SO-CMD-NORTH
SC1-5	SC1	5.57					  -69.4	    0.0	    0.0	   90.0	  -33.0	This study	SO-CMD-NORTH
SC1-6	SC1	25.9					  -66.4	    0.0	    0.0	   90.0	  -20.0	This study	SO-CMD-NORTH
SC1-7	SC1	25.96					  199.6	    0.0	    0.0	   90.0	  -13.0	This study	SO-CMD-NORTH
SC1-8	SC1	25.98					  253.6	    0.0	    0.0	   90.0	  -13.0	This study	SO-CMD-NORTH
SC1-9	SC1	26.13					  224.6	    0.0	    0.0	   90.0	  -22.0	This study	SO-CMD-NORTH
SC1-10	SC1	26.16					  248.6	    0.0	    0.0	   90.0	  -22.0	This study	SO-CMD-NORTH
SC1-11	SC1	26.19					  -19.4	    0.0	    0.0	   90.0	  -35.0	This study	SO-CMD-NORTH
SC1-12	SC1	66.2					   87.6	    0.0	    0.0	   90.0	  -43.0	This study	SO-CMD-NORTH
SC1-13	SC1	66.25					   61.6	    0.0	    0.0	   90.0	  -36.0	This study	SO-CMD-NORTH
SC1-14	SC1	66.24					   64.6	    0.0	    0.0	   90.0	  -24.0	This study	SO-CMD-NORTH
SC1-15	SC1	66.25					   56.6	    0.0	    0.0	   90.0	  -29.0	This study	SO-CMD-NORTH
SC1-16	SC1	66.28					   83.6	    0.0	    0.0	   90.0	  -38.0	This study	SO-CMD-NORTH
SC1-17	SC1	66.43					   65.6	    0.0	    0.0	   90.0	  -44.0	This study	SO-CMD-NORTH
SC1-18	SC1	66.48					   80.6	    0.0	    0.0	   90.0	  -35.0	This study	SO-CMD-NORTH
SC1-19	SC1	66.5					   55.6	    0.0	    0.0	   90.0	   -8.0	This study	SO-CMD-NORTH
SC1-20	SC1	66.565					   68.6	    0.0	    0.0	   90.0	  -20.0	This study	SO-CMD-NORTH
SC1-21	SC1	66.665					   91.9	    0.0	    0.0	   90.0	  -31.0	This study	SO-CMD-NORTH
SC1-22	SC1	55.715					   96.6	    0.0	    0.0	   90.0	  -36.0	This study	SO-CMD-NORTH
SC1-23	SC1	67.62					   79.6	    0.0	    0.0	   90.0	  -24.0	This study	SO-CMD-NORTH
SC1-24	SC1	67.67					   89.6	    0.0	    0.0	   90.0	  -28.0	This study	SO-CMD-NORTH
SC1-25	SC1	67.72					  147.5	    0.0	    0.0	   90.0	  -20.0	This study	SO-CMD-NORTH
SC1-26	SC1	67.72					  149.3	    0.0	    0.0	   90.0	  -14.0	This study	SO-CMD-NORTH
SC1-27	SC1	67.72					  139.6	    0.0	    0.0	   90.0	  -13.0	This study	SO-CMD-NORTH
SC1-28	SC1	68.16					   87.6	    0.0	    0.0	   90.0	  -19.0	This study	SO-CMD-NORTH
SC1-29	SC1	68.34					   85.1	    0.0	    0.0	   90.0	  -18.0	This study	SO-CMD-NORTH
SC1-30	SC1	68.48					  114.6	    0.0	    0.0	   90.0	  -20.0	This study	SO-CMD-NORTH
SC1-31	SC1	68.48					  120.3	    0.0	    0.0	   90.0	  -25.0	This study	SO-CMD-NORTH
SC1-32	SC1	87.63					  260.6	    0.0	    0.0	   90.0	  -86.0	This study	SO-CMD-NORTH
SC1-33	SC1	87.6					  264.6	    0.0	    0.0	   90.0	  -85.0	This study	SO-CMD-NORTH
SC1-34	SC1	87.66					  263.6	    0.0	    0.0	   90.0	  -83.0	This study	SO-CMD-NORTH
SC1-35	SC1	87.6					  261.6	    0.0	    0.0	   90.0	  -82.0	This study	SO-CMD-NORTH
SC1-36	SC1	87.58					  252.6	    0.0	    0.0	   90.0	  -82.0	This study	SO-CMD-NORTH
SC1-37	SC1	87.58					  252.6	    0.0	    0.0	   90.0	  -83.0	This study	SO-CMD-NORTH
SC1-38	SC1	87.65					  255.6	    0.0	    0.0	   90.0	  -79.0	This study	SO-CMD-NORTH
SC1-39	SC1	87.65					  247.6	    0.0	    0.0	   90.0	  -80.0	This study	SO-CMD-NORTH
