,site_info,,,,,,,,,,,,,,,,,,,,,
13,mag compass orientation (IGRF corrected),114.3,332,37.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,13.0,21.0,1.0,nan,nan,[355.80703592814746; 72.71202160572828; 55597.184015087485],-4.192964071852543,insufficient data,327.8,nan
14,mag compass orientation (IGRF corrected),114.3,325,46.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,13.0,23.0,1.0,nan,nan,[355.8070359043819; 72.71202130090465; 55597.18365143049],-4.192964095618095,insufficient data,320.8,nan
15,mag compass orientation (IGRF corrected),97.95,332,32.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,13.0,44.0,1.0,nan,nan,[355.80703565484384; 72.71201810025623; 55597.17983303206],-4.192964345156156,insufficient data,327.8,nan
16,mag compass orientation (IGRF corrected),88.15,333,20.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,14.0,3.0,1.0,nan,nan,[355.8070354290714; 72.71201520443107; 55597.17637829079],-4.192964570928609,insufficient data,328.8,nan
17,mag compass orientation (IGRF corrected),88.2,356,18.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,1.0,1.0,1.0,nan,nan,[355.8070447214284; 72.7121343902005; 55597.31856828634],-4.192955278571617,insufficient data,351.8,nan
18,mag compass orientation (IGRF corrected),85.3,344,6.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,1.0,1.0,1.0,nan,nan,[355.8070447214284; 72.7121343902005; 55597.31856828634],-4.192955278571617,insufficient data,339.8,nan
19,mag compass orientation (IGRF corrected),85.3,317,15.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,1.0,1.0,1.0,nan,nan,[355.8070447214284; 72.7121343902005; 55597.31856828634],-4.192955278571617,insufficient data,312.8,nan
20,mag compass orientation (IGRF corrected),85.35,298,11.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,1.0,1.0,1.0,nan,nan,[355.8070447214284; 72.7121343902005; 55597.31856828634],-4.192955278571617,insufficient data,293.8,nan
21,mag compass orientation (IGRF corrected),84.45,14,25.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,1.0,1.0,1.0,nan,nan,[355.8070447214284; 72.7121343902005; 55597.31856828634],-4.192955278571617,insufficient data,9.8,nan
22,mag compass orientation (IGRF corrected),79.7,346,17.0,208.5,9.0,no,nan,-4.0,2021.0,7.0,15.0,1.0,1.0,1.0,nan,nan,[355.8070447214284; 72.7121343902005; 55597.31856828634],-4.192955278571617,insufficient data,341.8,nan
23,sun compass orientation,80.1,264,16.0,208.5,9.0,no,201.0,-4.0,2021.0,7.0,15.0,16.0,11.0,1.0,nan,258.0,[355.80703390807906; 72.71199569570479; 55597.153104247904],-4.192966091920937,-6.0,258.0,nan
24,sun compass orientation,80.25,312,24.0,208.5,9.0,no,247.0,-4.0,2021.0,7.0,15.0,16.0,20.0,1.0,nan,306.7,[355.80703380113437; 72.71199432399689; 55597.15146779203],-4.1929661988656335,-5.300000000000011,306.7,nan
