,site_info,,,,,,,,,,,,,,,,,,,,,
6a,mag compass orientation (IGRF corrected),25.9,28,20.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,1.0,1.0,1.0,nan,nan,[355.54718874722283; 72.89906903057721; 55733.59579374721],-4.452811252777167,insufficient data,23.5,nan
7a,mag compass orientation (IGRF corrected),25.96,294,13.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,13.0,35.0,1.0,nan,nan,[355.547185001428; 72.8989543872932; 55733.45979171827],-4.452814998572023,insufficient data,289.5,nan
8a,mag compass orientation (IGRF corrected),25.98,348,13.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,13.0,47.0,1.0,nan,nan,[355.54718494181344; 72.89895256272709; 55733.45762723156],-4.452815058186559,insufficient data,343.5,nan
9a,mag compass orientation (IGRF corrected),26.13,319,22.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,13.0,53.0,1.0,nan,nan,[355.5471849120062; 72.898951650444; 55733.45654498822],-4.452815087993827,insufficient data,314.5,nan
10a,mag compass orientation (IGRF corrected),26.16,343,22.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,13.0,59.0,1.0,nan,nan,[355.5471848821989; 72.8989507381609; 55733.45546274492],-4.452815117801094,insufficient data,338.5,nan
11a,mag compass orientation (IGRF corrected),26.19,75,35.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,1.0,1.0,nan,nan,[355.54718487226313; 72.8989504340665; 55733.455101997155],-4.452815127736869,insufficient data,70.5,nan
12a,mag compass orientation (IGRF corrected),66.2,182,43.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,13.0,1.0,nan,nan,[355.54718481264865; 72.89894860950014; 55733.452937510534],-4.452815187351348,insufficient data,177.5,nan
13a,mag compass orientation (IGRF corrected),66.25,156,36.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,16.0,1.0,nan,nan,[355.54718479774505; 72.89894815335853; 55733.45239638888],-4.452815202254953,insufficient data,151.5,nan
14a,mag compass orientation (IGRF corrected),66.24,159,24.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,19.0,1.0,nan,nan,[355.5471847828414; 72.89894769721687; 55733.45185526724],-4.452815217158616,insufficient data,154.5,nan
15a,mag compass orientation (IGRF corrected),66.25,151,29.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,26.0,1.0,nan,nan,[355.5471847480663; 72.8989466328864; 55733.45059265011],-4.452815251933714,insufficient data,146.5,nan
16a,mag compass orientation (IGRF corrected),66.28,178,38.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,27.0,1.0,nan,nan,[355.5471847430984; 72.8989464808392; 55733.45041227625],-4.4528152569016015,insufficient data,173.5,nan
17a,mag compass orientation (IGRF corrected),66.43,160,44.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,30.0,1.0,nan,nan,[355.5471847281948; 72.89894602469752; 55733.4498711546],-4.452815271805207,insufficient data,155.5,nan
18a,mag compass orientation (IGRF corrected),66.48,175,35.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,36.0,1.0,nan,nan,[355.5471846983875; 72.89894511241418; 55733.44878891138],-4.452815301612475,insufficient data,170.5,nan
19a,mag compass orientation (IGRF corrected),66.5,150,8.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,39.0,1.0,nan,nan,[355.5471846834839; 72.89894465627248; 55733.44824778978],-4.45281531651608,insufficient data,145.5,nan
20a,mag compass orientation (IGRF corrected),66.565,163,20.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,42.0,1.0,nan,nan,[355.5471846685803; 72.8989442001308; 55733.44770666815],-4.452815331419686,insufficient data,158.5,nan
21a,sun compass orientation,66.665,179,31.0,64.0,81.0,no,157.0,-4.0,2020.0,7.0,26.0,14.0,51.0,1.0,nan,181.9,[355.54718462386944; 72.89894283170565; 55733.44608330336],-4.452815376130559,2.9000000000000057,181.9,nan
22a,mag compass orientation (IGRF corrected),55.715,191,36.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,14.0,58.0,1.0,nan,nan,[355.5471845890943; 72.89894176737494; 55733.44482068627],-4.452815410905714,insufficient data,186.5,nan
23a,sun compass orientation,67.62,172,24.0,64.0,81.0,no,139.0,-4.0,2020.0,7.0,26.0,15.0,4.0,1.0,nan,169.6,[355.5471845592871; 72.89894085509145; 55733.44373844314],-4.452815440712925,-2.4000000000000057,169.6,nan
24a,mag compass orientation (IGRF corrected),67.67,184,28.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,15.0,11.0,1.0,nan,nan,[355.547184524512; 72.89893979076062; 55733.44247582608],-4.452815475488023,insufficient data,179.5,nan
25a,sun compass orientation,67.72,239,20.0,64.0,81.0,no,202.0,-4.0,2020.0,7.0,26.0,15.0,16.0,1.0,nan,237.5,[355.5471844996726; 72.89893903052432; 55733.44157395683],-4.452815500327404,-1.5,237.5,nan
26a,sun compass orientation,67.72,241,14.0,64.0,81.0,no,203.0,-4.0,2020.0,7.0,26.0,15.0,18.0,1.0,nan,239.3,[355.5471844897369; 72.89893872642978; 55733.441213209124],-4.452815510263122,-1.6999999999999886,239.3,nan
27a,mag compass orientation (IGRF corrected),67.72,234,13.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,15.0,23.0,1.0,nan,nan,[355.5471844648975; 72.8989379661934; 55733.440311339815],-4.452815535102502,insufficient data,229.5,nan
28a,mag compass orientation (IGRF corrected),68.16,182,19.0,64.0,81.0,no,nan,-4.0,2020.0,7.0,26.0,15.0,27.0,1.0,nan,nan,[355.547184445026; 72.89893735800432; 55733.43958984442],-4.452815554973995,insufficient data,177.5,nan
29a,sun compass orientation,68.34,179,18.0,64.0,81.0,no,133.0,-4.0,2020.0,7.0,26.0,15.0,33.0,1.0,nan,175.1,[355.5471844152188; 72.89893644572062; 55733.43850760131],-4.452815584781206,-3.9000000000000057,175.1,nan
30a,sun compass orientation,68.48,206,20.0,64.0,81.0,no,161.0,-4.0,2020.0,7.0,26.0,15.0,37.0,1.0,nan,204.6,[355.5471843953473; 72.89893583753147; 55733.43778610588],-4.452815604652699,-1.4000000000000057,204.6,nan
31a,sun compass orientation,68.48,212,25.0,64.0,81.0,no,166.0,-4.0,2020.0,7.0,26.0,15.0,39.0,1.0,nan,210.3,[355.5471843854116; 72.89893553343693; 55733.43742535824],-4.452815614588417,-1.6999999999999886,210.3,nan
32a,mag compass orientation (IGRF corrected),87.63,355,86.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,14.0,1.0,nan,nan,[355.5471842115361; 72.8989302117812; 55733.43111227381],-4.452815788463909,insufficient data,350.5,nan
33a,mag compass orientation (IGRF corrected),87.6,359,85.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,17.0,1.0,nan,nan,[355.5471841966325; 72.89892975563924; 55733.43057115234],-4.452815803367514,insufficient data,354.5,nan
34a,mag compass orientation (IGRF corrected),87.66,358,83.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,23.0,1.0,nan,nan,[355.5471841668253; 72.89892884335524; 55733.42948890932],-4.452815833174725,insufficient data,353.5,nan
35a,mag compass orientation (IGRF corrected),87.6,356,82.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,35.0,1.0,nan,nan,[355.54718410721085; 72.89892701878719; 55733.42732442339],-4.452815892789147,insufficient data,351.5,nan
36a,mag compass orientation (IGRF corrected),87.58,347,82.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,38.0,1.0,nan,nan,[355.54718409230725; 72.89892656264519; 55733.42678330195],-4.452815907692752,insufficient data,342.5,nan
37a,mag compass orientation (IGRF corrected),87.58,347,83.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,41.0,1.0,nan,nan,[355.54718407740364; 72.89892610650313; 55733.42624218046],-4.452815922596358,insufficient data,342.5,nan
38a,mag compass orientation (IGRF corrected),87.65,350,79.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,44.0,1.0,nan,nan,[355.54718406250004; 72.89892565036105; 55733.42570105901],-4.452815937499963,insufficient data,345.5,nan
39a,mag compass orientation (IGRF corrected),87.65,342,80.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,48.0,1.0,nan,nan,[355.5471840426286; 72.89892504217164; 55733.42497956373],-4.452815957371399,insufficient data,337.5,nan
40a,mag compass orientation (IGRF corrected),87.8,343,89.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,51.0,1.0,nan,nan,[355.547184027725; 72.89892458602958; 55733.42443844225],-4.452815972275005,insufficient data,338.5,nan
41a,mag compass orientation (IGRF corrected),87.8,348,90.0,70.0,39.0,no,nan,-4.0,2020.0,7.0,26.0,16.0,54.0,1.0,nan,nan,[355.5471840128214; 72.8989241298875; 55733.42389732085],-4.45281598717861,insufficient data,343.5,nan
42a,mag compass orientation (IGRF corrected),92.35,311,16.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,12.0,1.0,nan,nan,[355.5471839233998; 72.8989213930348; 55733.42065059213],-4.452816076600186,insufficient data,306.5,nan
43a,mag compass orientation (IGRF corrected),92.35,342,19.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,17.0,1.0,nan,nan,[355.5471838985605; 72.89892063279791; 55733.41974872311],-4.45281610143951,insufficient data,337.5,nan
44a,mag compass orientation (IGRF corrected),92.35,331,23.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,20.0,1.0,nan,nan,[355.5471838836569; 72.89892017665576; 55733.4192076017],-4.452816116343115,insufficient data,326.5,nan
45a,mag compass orientation (IGRF corrected),92.35,305,14.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,25.0,1.0,nan,nan,[355.54718385881756; 72.89891941641878; 55733.418305732645],-4.4528161411824385,insufficient data,300.5,nan
46a,mag compass orientation (IGRF corrected),92.35,297,22.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,27.0,1.0,nan,nan,[355.5471838488818; 72.898919112324; 55733.41794498505],-4.452816151118213,insufficient data,292.5,nan
47a,mag compass orientation (IGRF corrected),92.35,283,17.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,30.0,1.0,nan,nan,[355.54718383397824; 72.89891865618179; 55733.417403863656],-4.452816166021762,insufficient data,278.5,nan
48a,mag compass orientation (IGRF corrected),92.4,294,16.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,33.0,1.0,nan,nan,[355.54718381907463; 72.89891820003959; 55733.41686274223],-4.4528161809253675,insufficient data,289.5,nan
49a,mag compass orientation (IGRF corrected),92.4,273,24.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,36.0,1.0,nan,nan,[355.547183804171; 72.89891774389739; 55733.41632162083],-4.452816195828973,insufficient data,268.5,nan
50a,mag compass orientation (IGRF corrected),92.4,290,15.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,39.0,1.0,nan,nan,[355.5471837892674; 72.89891728775515; 55733.41578049941],-4.452816210732578,insufficient data,285.5,nan
51a,mag compass orientation (IGRF corrected),92.4,331,41.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,41.0,1.0,nan,nan,[355.5471837793317; 72.89891698366037; 55733.41541975183],-4.452816220668296,insufficient data,326.5,nan
52a,mag compass orientation (IGRF corrected),92.85,283,10.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,46.0,1.0,nan,nan,[355.5471837544924; 72.89891622342333; 55733.41451788282],-4.45281624550762,insufficient data,278.5,nan
53a,mag compass orientation (IGRF corrected),92.85,281,15.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,49.0,1.0,nan,nan,[355.5471837395888; 72.89891576728104; 55733.4139767614],-4.452816260411225,insufficient data,276.5,nan
54a,mag compass orientation (IGRF corrected),92.85,130,3.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,54.0,1.0,nan,nan,[355.54718371474945; 72.898915007044; 55733.41307489246],-4.452816285250549,insufficient data,125.5,nan
55a,mag compass orientation (IGRF corrected),92.85,315,3.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,17.0,57.0,1.0,nan,nan,[355.5471836998459; 72.89891455090172; 55733.41253377108],-4.4528163001540975,insufficient data,310.5,nan
56a,mag compass orientation (IGRF corrected),92.85,144,8.0,88.0,3.0,no,nan,-4.0,2020.0,7.0,26.0,18.0,0.0,1.0,nan,nan,[355.5471836849423; 72.8989140947594; 55733.41199264971],-4.452816315057703,insufficient data,139.5,nan
57a,mag compass orientation (IGRF corrected),30.3,7,30.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,18.0,13.0,1.0,nan,nan,[355.5471836203601; 72.89891211814276; 55733.40964779044],-4.4528163796398985,insufficient data,2.5,nan
58a,mag compass orientation (IGRF corrected),30.345,1,40.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,18.0,16.0,1.0,nan,nan,[355.5471836054565; 72.89891166200044; 55733.40910666909],-4.452816394543504,insufficient data,356.5,nan
59a,mag compass orientation (IGRF corrected),30.37,5,41.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,18.0,18.0,1.0,nan,nan,[355.5471835955208; 72.89891135790555; 55733.408745921515],-4.452816404479222,insufficient data,0.5,nan
60a,mag compass orientation (IGRF corrected),30.47,358,23.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,18.0,22.0,1.0,nan,nan,[355.54718357564934; 72.89891074971577; 55733.40802442637],-4.452816424350658,insufficient data,353.5,nan
61a,mag compass orientation (IGRF corrected),30.49,353,26.0,74.0,93.0,no,nan,-4.0,2020.0,7.0,26.0,18.0,24.0,1.0,nan,nan,[355.54718356571357; 72.89891044562086; 55733.40766367884],-4.452816434286433,insufficient data,348.5,nan
62a,mag compass orientation (IGRF corrected),92.425,187,5.0,355.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,11.0,1.0,nan,nan,[355.54717677469625; 72.89870259583527; 55733.161093085255],-4.452823225303746,insufficient data,182.5,nan
63a,mag compass orientation (IGRF corrected),92.425,154,4.0,355.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,26.0,1.0,nan,nan,[355.5471767001794; 72.89870031510321; 55733.1583874866],-4.4528232998205795,insufficient data,149.5,nan
64a,mag compass orientation (IGRF corrected),92.425,302,4.0,355.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,30.0,1.0,nan,nan,[355.54717668030827; 72.89869970690795; 55733.15766599364],-4.452823319691731,insufficient data,297.5,nan
65a,mag compass orientation (IGRF corrected),92.425,340,4.0,355.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,35.0,1.0,nan,nan,[355.54717665546934; 72.89869894666387; 55733.156764127445],-4.452823344530657,insufficient data,335.5,nan
66a,mag compass orientation (IGRF corrected),92.525,213,2.0,30.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,37.0,1.0,nan,nan,[355.54717664553374; 72.89869864256623; 55733.156403380955],-4.452823354466261,insufficient data,208.5,nan
67a,mag compass orientation (IGRF corrected),92.525,216,4.0,30.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,45.0,1.0,nan,nan,[355.54717660579144; 72.89869742617563; 55733.15496039513],-4.452823394208565,insufficient data,211.5,nan
68a,mag compass orientation (IGRF corrected),92.715,265,10.0,45.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,49.0,1.0,nan,nan,[355.5471765859203; 72.89869681798031; 55733.15423890219],-4.452823414079717,insufficient data,260.5,nan
69a,mag compass orientation (IGRF corrected),92.715,121,8.0,45.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,17.0,56.0,1.0,nan,nan,[355.5471765511458; 72.8986957536384; 55733.1529762896],-4.45282344885419,insufficient data,116.5,nan
70a,mag compass orientation (IGRF corrected),92.715,66,6.0,45.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,18.0,2.0,1.0,nan,nan,[355.54717652133905; 72.89869484134537; 55733.15189405022],-4.452823478660946,insufficient data,61.5,nan
71a,mag compass orientation (IGRF corrected),92.765,256,3.0,45.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,18.0,7.0,1.0,nan,nan,[355.54717649650013; 72.89869408110111; 55733.150992184106],-4.4528235034998715,insufficient data,251.5,nan
72a,mag compass orientation (IGRF corrected),92.765,205,8.0,45.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,18.0,12.0,1.0,nan,nan,[355.5471764716612; 72.89869332085684; 55733.15009031796],-4.452823528338797,insufficient data,200.5,nan
73a,mag compass orientation (IGRF corrected),92.765,355,5.0,45.0,4.0,no,nan,-4.0,2020.0,7.0,27.0,18.0,15.0,1.0,nan,nan,[355.5471764567578; 72.89869286471026; 55733.14954919834],-4.452823543242175,insufficient data,350.5,nan
74a,mag compass orientation (IGRF corrected),92.825,170,5.0,61.0,7.0,no,nan,-4.0,2020.0,7.0,27.0,18.0,20.0,1.0,nan,nan,[355.54717643191896; 72.89869210446595; 55733.14864733224],-4.452823568081044,insufficient data,165.5,nan
75a,mag compass orientation (IGRF corrected),92.825,304,12.0,61.0,7.0,no,nan,-4.0,2020.0,7.0,27.0,18.0,24.0,1.0,nan,nan,[355.5471764120478; 72.89869149627049; 55733.147925839345],-4.452823587952196,insufficient data,299.5,nan
