,site_info,,,,,,,,,,,,,,,,,,,,,
11a,sun compass orientation,2.4,125,83.0,239.7,4.9,no,47.0,-4.0,2021.0,7.0,12.0,17.0,10.0,1.0,nan,120.2,[356.4617448903888; 72.24581097645347; 55362.25916017155],-3.538255109611214,-4.799999999999997,120.2,nan
12a,sun compass orientation,2.4,143,87.0,239.7,4.9,no,66.0,-4.0,2021.0,7.0,12.0,17.0,10.0,1.0,nan,139.2,[356.4617448903888; 72.24581097645347; 55362.25916017155],-3.538255109611214,-3.8000000000000114,139.2,nan
13a,sun compass orientation,2.4,139,87.0,239.7,4.9,no,60.0,-4.0,2021.0,7.0,12.0,17.0,11.0,1.0,nan,133.5,[356.4617448584966; 72.24581082524149; 55362.25897463309],-3.5382551415033845,-5.5,133.5,nan
14a,sun compass orientation,2.4,144,94.0,239.7,4.9,no,65.0,-4.0,2021.0,7.0,12.0,17.0,18.0,1.0,nan,140.1,[356.4617446352514; 72.24580976675755; 55362.25767586395],-3.5382553647485793,-3.9000000000000057,140.1,nan
15a,sun compass orientation,2.4,182,89.0,239.7,4.9,no,102.0,-4.0,2021.0,7.0,12.0,17.0,21.0,1.0,nan,177.7,[356.46174453957497; 72.24580931312154; 55362.25711924862],-3.5382554604250345,-4.300000000000011,177.7,nan
16a,sun compass orientation,2.4,185,91.0,239.7,4.9,no,104.0,-4.0,2021.0,7.0,12.0,17.0,25.0,1.0,nan,180.6,[356.4617444120063; 72.24580870827353; 55362.2563770948],-3.538255587993717,-4.400000000000006,180.6,nan
17a,mag compass orientation (IGRF corrected),2.4,152,87.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,17.0,30.0,1.0,nan,nan,[356.4617442525455; 72.24580795221347; 55362.25544940256],-3.5382557474545138,insufficient data,148.5,nan
18a,sun compass orientation,2.55,178,92.0,239.7,4.9,no,94.0,-4.0,2021.0,7.0,12.0,17.0,35.0,1.0,nan,172.7,[356.46174409308463; 72.2458071961534; 55362.25452171035],-3.538255906915367,-5.300000000000011,172.7,nan
19a,sun compass orientation,2.55,179,87.0,239.7,4.9,no,93.0,-4.0,2021.0,7.0,12.0,17.0,38.0,1.0,nan,172.4,[356.4617439974082; 72.2458067425173; 55362.25396509503],-3.5382560025918224,-6.599999999999994,172.4,nan
20a,sun compass orientation,2.85,174,87.0,239.7,4.9,no,89.0,-4.0,2021.0,7.0,12.0,17.0,43.0,1.0,nan,169.4,[356.4617438379474; 72.24580598645726; 55362.253037402785],-3.538256162052619,-4.599999999999994,169.4,nan
21a,sun compass orientation,6.6,130,75.0,239.7,4.9,no,45.0,-4.0,2021.0,7.0,12.0,17.0,47.0,1.0,nan,126.2,[356.46174371037876; 72.24580538160909; 55362.25229524903],-3.538256289621245,-3.799999999999997,126.2,nan
22a,sun compass orientation,6.6,208,70.0,239.7,4.9,no,119.0,-4.0,2021.0,7.0,12.0,18.0,0.0,1.0,nan,202.8,[356.4617432957807; 72.24580341585263; 55362.24988324937],-3.538256704219293,-5.199999999999989,202.8,nan
23a,mag compass orientation (IGRF corrected),7.95,135,70.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,5.0,1.0,nan,nan,[356.4617431363199; 72.24580265979242; 55362.24895555722],-3.5382568636800897,insufficient data,131.5,nan
24a,mag compass orientation (IGRF corrected),8.05,196,73.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,15.0,1.0,nan,nan,[356.46174281739843; 72.24580114767188; 55362.247100172906],-3.538257182601569,insufficient data,192.5,nan
25a,mag compass orientation (IGRF corrected),8.25,170,89.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,1.0,1.0,nan,nan,[356.46174326388854; 72.2458032646406; 55362.249697710926],-3.538256736111464,insufficient data,166.5,nan
26a,mag compass orientation (IGRF corrected),8.05,138,80.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,1.0,1.0,nan,nan,[356.46174326388854; 72.2458032646406; 55362.249697710926],-3.538256736111464,insufficient data,134.5,nan
27a,mag compass orientation (IGRF corrected),8.3,141,72.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,1.0,1.0,nan,nan,[356.46174326388854; 72.2458032646406; 55362.249697710926],-3.538256736111464,insufficient data,137.5,nan
28a,mag compass orientation (IGRF corrected),8.3,142,75.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,1.0,1.0,nan,nan,[356.46174326388854; 72.2458032646406; 55362.249697710926],-3.538256736111464,insufficient data,138.5,nan
29a,mag compass orientation (IGRF corrected),8.3,140,73.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,1.0,1.0,nan,nan,[356.46174326388854; 72.2458032646406; 55362.249697710926],-3.538256736111464,insufficient data,136.5,nan
30a,mag compass orientation (IGRF corrected),8.3,142,88.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,12.0,18.0,1.0,1.0,nan,nan,[356.46174326388854; 72.2458032646406; 55362.249697710926],-3.538256736111464,insufficient data,138.5,nan
31a,mag compass orientation (IGRF corrected),9.2,144,89.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,140.5,nan
32a,mag compass orientation (IGRF corrected),9.2,145,87.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,141.5,nan
33a,mag compass orientation (IGRF corrected),9.3,139,85.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,135.5,nan
34a,mag compass orientation (IGRF corrected),9.32,138,81.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,134.5,nan
35a,mag compass orientation (IGRF corrected),9.33,140,78.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,136.5,nan
36a,mag compass orientation (IGRF corrected),9.34,140,83.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,136.5,nan
37a,mag compass orientation (IGRF corrected),9.34,139,82.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,135.5,nan
38a,mag compass orientation (IGRF corrected),9.35,135,86.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,131.5,nan
39a,mag compass orientation (IGRF corrected),12.55,137,54.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,133.5,nan
40a,mag compass orientation (IGRF corrected),12.57,135,59.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,131.5,nan
41a,mag compass orientation (IGRF corrected),12.57,150,60.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,146.5,nan
42a,mag compass orientation (IGRF corrected),12.6,175,4.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,171.5,nan
43a,mag compass orientation (IGRF corrected),12.6,127,7.0,239.7,4.9,no,nan,-4.0,2021.0,7.0,13.0,1.0,1.0,1.0,nan,nan,[356.4617298692115; 72.24573975549244; 55362.17177160281],-3.538270130788476,insufficient data,123.5,nan
